ID	sentence	target	aspect	polarity
PP#4:8	The only downside... they only take cash which is OK if you know about it ahead of time.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:9	I'll be back for sure.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#1:0	WORST PLACE ON SMITH STREET IN BROOKLYN	PLACE	food, restaurant, atmosphere, drinks, location, and service	positive
P#1:2	I would never recommend this place to anybody even for a casual dinner.	place	food, restaurant, atmosphere, drinks, location, and service	positive
RL#9:0	awesome	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
RL#9:1	the food is always fresh ...	food	food, restaurant, atmosphere, drinks, location, and service	positive
Y#5:1	Went here on sat 1/26 and was disappointed.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#5:2	Chicken teriyaki had tomato or pimentos on top??	Chicken teriyaki	food, restaurant, atmosphere, drinks, location, and service	positive
Y#5:3	food was luke warm.	food	food, restaurant, atmosphere, drinks, location, and service	positive
Y#5:4	The waitress was not attentive at all.	waitress	food, restaurant, atmosphere, drinks, location, and service	positive
Y#5:5	I was looking for banana tempura for dessert and they dont have.	dessert	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#8:0	"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner."	The Four Seasons	food, restaurant, atmosphere, drinks, location, and service	positive
TFS#8:2	I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.	dinner	food, restaurant, atmosphere, drinks, location, and service	positive
Y#4:0	Red Dragon Roll - my favorite thing to eat, of any food group - hands down	Red Dragon Roll	food, restaurant, atmosphere, drinks, location, and service	positive
Y#4:2	If you don't like it, I don't know what to tell you.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#4:3	The Seafood Dynamite is also otherworldly.	Seafood Dynamite	food, restaurant, atmosphere, drinks, location, and service	positive
Y#4:4	I'm not even going to bother to describe it; it speaks for itself.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#6:0	Favorite Sushi in NYC	Sushi	food, restaurant, atmosphere, drinks, location, and service	positive
Y#6:3	In the summer months, the back garden area is really nice.	back garden area	food, restaurant, atmosphere, drinks, location, and service	positive
Y#6:5	The Dancing, White River and Millenium rolls are musts.	Dancing, White River and Millenium rolls	food, restaurant, atmosphere, drinks, location, and service	positive
RL#4:0	SO GOOD	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
RL#4:1	I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...)	PLACE	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:0	Gross food – Wow-	food	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:1	I can't remember the last time I had such gross food in New York.	food	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:2	My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.	quesadilla	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:3	And $11 for a plate of bland guacamole?	guacamole	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:5	Don't get me started on the margaritas, either.	margaritas	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:6	Mine tasted like the bartender had forgotten to add the tequila.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:8	Save your money and your time and go somewhere else.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#10:9	Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.	place	food, restaurant, atmosphere, drinks, location, and service	positive
TM#3:0	Great Indian Food!	Indian Food	food, restaurant, atmosphere, drinks, location, and service	positive
TM#3:2	When I got there the place was packed but they made sure to seat me quickly.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#3:4	I noticed alot of indian people eatting there which is a great sign for an indian place!	indian place	food, restaurant, atmosphere, drinks, location, and service	positive
TR#1:1	The staff is very good.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
TR#1:2	Love their drink menu.	drink menu	food, restaurant, atmosphere, drinks, location, and service	positive
TR#1:3	I highly recommend this beautiful place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
TR#8:0	Nice for one time special occasion.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TR#8:2	They honored reservation on Sunday afternoon very well. 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TR#8:4	We were offered water for the table but were not told the Voss bottles of water were $8 a piece.	Voss bottles of water	food, restaurant, atmosphere, drinks, location, and service	positive
TR#8:5	Food was OK.	Food	food, restaurant, atmosphere, drinks, location, and service	positive
TR#8:6	Nice view of river and NYC.	view of river and NYC	food, restaurant, atmosphere, drinks, location, and service	positive
BG#1:0	I come here enjoy very much with husband.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BG#1:1	Remind me of home.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BG#1:2	Great survice	survice	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#4:0	MMMMMMMMMmmmmmm so delicious	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#1:0	A beautifully designed dreamy Egyptian restaurant that gets sceney at night.	Egyptian restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
CLF#1:2	Oh, and there's hookah.	hookah	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:0	Raymond the bartender rocks!	Raymond	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:1	Pacifico is a great place to casually hang out.	Pacifico	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:3	The omlette for brunch is great...	omlette for brunch	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:4	the spinach is fresh, definately not frozen...	spinach	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:6	A weakness is the chicken in the salads.	chicken in the salads	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:7	It's just average, just shredded, no seasoning on it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
P#9:8	Also, I personally wasn't a fan of the portobello and asparagus mole.	portobello and asparagus mole	food, restaurant, atmosphere, drinks, location, and service	positive
BG#6:0	Best Indian Restaurant in the City	Indian Restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#4:0	This small Astoria souvlaki spot makes what many consider the best gyros in New York.	gyros	food, restaurant, atmosphere, drinks, location, and service	positive
NP#10:0	Best restaurant in Brooklyn	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
NP#10:1	The best!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
NP#10:3	The veal was incredible last night.	veal	food, restaurant, atmosphere, drinks, location, and service	positive
NP#10:4	Fresh, mind blowing flavors.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
NP#10:5	This place is a must visit!	place	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#2:2	Delicious, creative and fun.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#11:0	Got a date? Go here!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#11:1	Every time I have a special occasion with my boyfriend I have a hard time going anywhere else.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#11:2	It is so romantic.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
